Cu,Ni,Al,r,del_r,del_EN,S,VEC
0.08,0.86,0.06,1.344,0.023748684174075853,0.07109542882633169,4.161744132368746,9.66
0.08,0.88,0.04,1.3460000000000003,0.019595917942265444,0.05868696618500564,3.6856518328656764,9.8
0.08,0.9,0.02,1.348,0.014000000000000012,0.04197332486234558,3.1187744157061505,9.940000000000001
0.08,0.92,0.0,1.3500000000000003,2.220446049250313e-16,0.00271293199325011,2.3176885568840357,10.080000000000002
0.1,0.0,0.9,1.26,0.03000000000000003,0.08699999999999994,2.7027398407765,3.8000000000000003
0.1,0.02,0.88,1.262,0.032496153618543876,0.09478923989567586,3.500130284303043,3.9400000000000004
0.1,0.04,0.86,1.264,0.03469870314579498,0.10163168797181314,4.063228285151281,4.08
0.1,0.06,0.84,1.266,0.03666060555964675,0.10770793842609738,4.53545325927004,4.220000000000001
0.1,0.08,0.82,1.268,0.038418745424597125,0.11314150432091657,4.94721718794855,4.36
0.1,0.1,0.8,1.27,0.040000000000000036,0.11802118453904784,5.312910881131571,4.5
0.1,0.12,0.78,1.2720000000000002,0.041424630354415994,0.12241323457861891,5.640965809253383,4.64
0.1,0.14,0.76,1.274,0.04270831300812528,0.12636850873536484,5.936913597343944,4.78
0.1,0.16,0.74,1.276,0.04386342439892266,0.1299269025259972,6.20464934129189,4.92
0.1,0.18,0.72,1.278,0.044899888641287335,0.13312024639400266,6.447051015143345,5.0600000000000005
0.1,0.2,0.7,1.28,0.04582575694955844,0.1359742622704752,6.666319445845307,5.199999999999999
0.1,0.22,0.68,1.282,0.04664761515876245,0.13850992744204285,6.86418054803389,5.34
0.1,0.24,0.66,1.284,0.047370877129308084,0.14074444926887872,7.042013102429582,5.48
0.1,0.26,0.64,1.286,0.04800000000000004,0.142691975948194,7.2009333483075055,5.62
0.1,0.28,0.62,1.2880000000000003,0.048538644398046435,0.14436412296689222,7.341853084758449,5.76
0.1,0.3,0.6,1.29,0.048989794855663606,0.14577036735907603,7.4655207564592665,5.8999999999999995
0.1,0.32,0.58,1.292,0.0493558507170123,0.14691834466805012,7.572551175293026,6.040000000000001
0.1,0.34,0.56,1.294,0.04963869458396347,0.14781407240178446,7.663447387633424,6.18
0.1,0.36,0.54,1.296,0.04983974317750849,0.14846211637990336,7.738616940339963,6.319999999999999
0.1,0.38,0.52,1.298,0.04995998398718723,0.14886571129712836,7.798384030174264,6.460000000000001
0.1,0.4,0.5,1.3,0.050000000000000044,0.14902684321960247,7.842998533823633,6.6
0.1,0.42,0.48,1.302,0.04995998398718723,0.1489462990476768,7.872642595048076,6.74
0.1,0.44,0.46,1.3040000000000003,0.04983974317750849,0.14862368586466954,7.887435226386561,6.88
0.1,0.46,0.44,1.306,0.04963869458396347,0.14805742129322655,7.887435226386562,7.020000000000001
0.1,0.48,0.42,1.308,0.0493558507170123,0.14724469430169623,7.872642595048075,7.16
0.1,0.5,0.4,1.31,0.048989794855663606,0.1461813941649209,7.842998533823632,7.3
0.1,0.52,0.38,1.312,0.048538644398046435,0.144862003299692,7.798384030174264,7.440000000000001
0.1,0.54,0.36,1.314,0.04800000000000004,0.14327944723511454,7.738616940339962,7.58
0.1,0.56,0.34,1.3160000000000003,0.04737087712930809,0.1414248917270223,7.663447387633425,7.720000000000001
0.1,0.58,0.32,1.318,0.046647615158762444,0.13928747251637522,7.572551175293026,7.86
0.1,0.6,0.3,1.32,0.04582575694955844,0.13685393673548443,7.465520756459267,8.0
0.1,0.62,0.28,1.322,0.044899888641287335,0.13410816529950734,7.341853084758449,8.14
0.1,0.64,0.26,1.324,0.04386342439892266,0.13103053079339935,7.2009333483075055,8.28
0.1,0.66,0.24,1.3260000000000003,0.04270831300812528,0.12759702190882036,7.042013102429582,8.420000000000002
0.1,0.68,0.22,1.3280000000000003,0.041424630354415994,0.12377802712921217,6.86418054803389,8.56
0.1,0.7,0.2,1.33,0.040000000000000036,0.11953660527219259,6.666319445845307,8.7
0.1,0.72,0.18,1.3319999999999999,0.038418745424597125,0.11482595525402776,6.447051015143345,8.84
0.1,0.74,0.16,1.3339999999999999,0.03666060555964675,0.1095855829933846,6.20464934129189,8.98
0.1,0.76,0.14,1.336,0.03469870314579498,0.10373523991392697,5.936913597343943,9.12
