Cu,Ni,Al,std
0.3,0.64,0.06,8.691910084511923
0.3,0.66,0.04,10.408135716136657
0.3,0.68,0.02,11.67965029268778
0.3,0.7,0.0,12.103760660087243
0.32,0.0,0.68,10.79554996670642
0.32,0.02,0.66,8.468415838965102
0.32,0.04,0.64,6.601961250132604
0.32,0.06,0.62,5.17962716372848
0.32,0.08,0.6,4.424867674261179
0.32,0.1,0.58,4.4839853596340395
0.32,0.12,0.56,5.1402089382485
0.32,0.14,0.54,6.026560870934027
0.32,0.16,0.52,6.8971784336931945
0.32,0.18,0.5,7.6264514134308365
0.32,0.2,0.48,8.15432277470629
0.32,0.22,0.46,8.455834511501788
0.32,0.24,0.44,8.52773027539015
0.32,0.26,0.42,8.38311225833376
0.32,0.28,0.4,8.050351772126996
0.32,0.3,0.38,7.5749601502092165
0.32,0.32,0.36,7.0237808325072475
0.32,0.34,0.34,6.48944618538229
0.32,0.36,0.32,6.08757546124913
0.32,0.38,0.3,5.931011822710388
0.32,0.4,0.28,6.075267752031389
0.32,0.42,0.26,6.475869893705783
0.32,0.44,0.24,7.006553901194655
0.32,0.46,0.22,7.512627479064014
0.32,0.48,0.2,7.850219415008764
0.32,0.5,0.18,7.906870889792271
0.32,0.52,0.16,7.621603020555353
0.32,0.54,0.14,7.022057505380027
0.32,0.56,0.12,6.2961504742197185
0.32,0.58,0.1,5.877951102090232
0.32,0.6,0.08,6.294671197624663
0.32,0.62,0.06,7.583457323074683
0.32,0.64,0.04,9.209475965838877
0.32,0.66,0.02,10.49694147880647
0.32,0.68,0.0,10.929490970295006
0.34,0.0,0.66,9.253156598471438
0.34,0.02,0.64,7.0383850074423515
0.34,0.04,0.62,5.391424855216964
0.34,0.06,0.6,4.307688170681667
0.34,0.08,0.58,4.001617415369241
0.34,0.1,0.56,4.443558093024597
0.34,0.12,0.54,5.2804066833535135
0.34,0.14,0.52,6.195754122659988
0.34,0.16,0.5,7.017907582980839
0.34,0.18,0.48,7.663442751976908
0.34,0.2,0.46,8.09471912660657
0.34,0.22,0.44,8.30093951260822
0.34,0.24,0.42,8.290417247091156
0.34,0.26,0.4,8.088127446071447
0.34,0.28,0.38,7.736358234262649
0.34,0.3,0.36,7.297326551381569
0.34,0.32,0.34,6.855572656527131
0.34,0.34,0.32,6.514077182534591
0.34,0.36,0.3,6.37319418956445
0.34,0.38,0.28,6.4887327240227854
0.34,0.4,0.26,6.835387044715002
0.34,0.42,0.24,7.311833212208448
0.34,0.44,0.22,7.778937927938504
0.34,0.46,0.2,8.095701921318637
0.34,0.48,0.18,8.141707862893615
0.34,0.5,0.16,7.836583068965499
0.34,0.52,0.14,7.171289371825483
0.34,0.54,0.12,6.270490968852445
0.34,0.56,0.1,5.502528605781748
0.34,0.58,0.08,5.48218816496107
0.34,0.6,0.06,6.483805841963361
0.34,0.62,0.04,8.008021642443103
0.34,0.64,0.02,9.298113359558766
0.34,0.66,0.0,9.724842842162182
0.36,0.0,0.64,7.7432800622088305
0.36,0.02,0.62,5.707101528966039
0.36,0.04,0.6,4.31774640917536
0.36,0.06,0.58,3.595990017142862
0.36,0.08,0.56,3.701466310783076
0.36,0.1,0.54,4.415186276645451
0.36,0.12,0.52,5.351030855041953
0.36,0.14,0.5,6.266127935880454
0.36,0.16,0.48,7.041417252407632
0.36,0.18,0.46,7.620950352196161
0.36,0.2,0.44,7.983257890653089
0.36,0.22,0.42,8.129813408000176
0.36,0.24,0.4,8.080682505064217
0.36,0.26,0.38,7.873665390475438
0.36,0.28,0.36,7.565206186532553
0.36,0.3,0.34,7.230873579533505
0.36,0.32,0.32,6.960768549902167
0.36,0.34,0.3,6.842655306645852
0.36,0.36,0.28,6.930587193118871
0.36,0.38,0.26,7.2148703790272215
0.36,0.4,0.24,7.618457310556135
0.36,0.42,0.22,8.021130600081992
0.36,0.44,0.2,8.289724010858395
0.36,0.46,0.18,8.30127615509844
0.36,0.48,0.16,7.962852725874728
0.36,0.5,0.14,7.238958180958431
0.36,0.52,0.12,6.203685897290311
0.36,0.54,0.1,5.149555867653001
0.36,0.56,0.08,4.7094249677906355
0.36,0.58,0.06,5.405823283711499
0.36,0.6,0.04,6.817831572336146
0.36,0.62,0.02,8.097450524046206
0.36,0.64,0.0,8.505912031519365
0.38,0.0,0.62,6.307052187823098
0.38,0.02,0.6,4.499861827315908
0.38,0.04,0.58,3.3878434917832796
0.38,0.06,0.56,3.03121432338898
0.38,0.08,0.54,3.48441451400647
0.38,0.1,0.52,4.380083671834215
0.38,0.12,0.5,5.369638961500468
0.38,0.14,0.48,6.275367129688954
0.38,0.16,0.46,7.013475124828293
0.38,0.18,0.44,7.5469750611395625
0.38,0.2,0.42,7.867440276681218
0.38,0.22,0.4,7.987871672813997
0.38,0.24,0.38,7.940033095072088
0.38,0.26,0.36,7.773664827565288
0.38,0.28,0.34,7.555391814315672
0.38,0.3,0.32,7.363806333110188
0.38,0.32,0.3,7.27593614869806
0.38,0.34,0.28,7.343563038261039
0.38,0.36,0.26,7.568727867411196
0.38,0.38,0.24,7.8953398307167655
0.38,0.4,0.22,8.22252493676338
0.38,0.42,0.2,8.428240797551302
0.38,0.44,0.18,8.391573711357738
0.38,0.46,0.16,8.012913933624887
0.38,0.48,0.14,7.238855263671113
0.38,0.5,0.12,6.105004136211013
0.38,0.52,0.1,4.829235052833907
0.38,0.54,0.08,3.997255647501053
0.38,0.56,0.06,4.363100456900435
0.38,0.58,0.04,5.651188191510543
0.38,0.6,0.02,6.90640596061984
0.38,0.62,0.0,7.2843919464145666
0.4,0.0,0.6,4.977961878063054
0.4,0.02,0.58,3.4334542838026474
0.4,0.04,0.56,2.602744772935978
0.4,0.06,0.54,2.5992768255507985
0.4,0.08,0.52,3.3277647325463144
0.4,0.1,0.5,4.342773020838053
0.4,0.12,0.48,5.362970876899162
0.4,0.14,0.46,6.259066125513515
0.4,0.16,0.44,6.9709931215981875
0.4,0.18,0.42,7.476069124187002
0.4,0.2,0.4,7.777342497665089
0.4,0.22,0.38,7.8986625195186715
0.4,0.24,0.36,7.882176335341243
0.4,0.26,0.34,7.785908792136625
0.4,0.28,0.32,7.678662756253917
0.4,0.3,0.3,7.6288983019383405
0.4,0.32,0.28,7.686332304652019
0.4,0.34,0.26,7.861701875756321
0.4,0.36,0.24,8.116115167017986
0.4,0.38,0.22,8.366811253623899
0.4,0.4,0.2,8.504563252000164
0.4,0.42,0.18,8.414013683682795
0.4,0.44,0.16,7.993822725140465
0.4,0.46,0.14,7.179985282249112
0.4,0.48,0.12,5.9810612022812215
0.4,0.5,0.1,4.550051784328948
0.4,0.52,0.08,3.372871050209017
0.4,0.54,0.06,3.3711867551609656
0.4,0.56,0.04,4.518748358694432
0.4,0.58,0.02,5.733946768240658
0.4,0.6,0.0,6.068553472596646
0.42,0.0,0.58,3.780123577176784
0.42,0.02,0.56,2.5159812068314946
0.42,0.04,0.54,1.9610108673329971
0.42,0.06,0.52,2.2899271953087434
0.42,0.08,0.5,3.2249003661159925
0.42,0.1,0.48,4.317780158491925
0.42,0.12,0.46,5.3557529267011414
0.42,0.14,0.44,6.242920161149915
0.42,0.16,0.42,6.9360777390342285
0.42,0.18,0.4,7.424415574135144
0.42,0.2,0.38,7.721420595119719
0.42,0.22,0.36,7.860478815786521
0.42,0.24,0.34,7.89117855262386
0.42,0.26,0.32,7.873946398895934
0.42,0.28,0.3,7.870498198315692
0.42,0.3,0.28,7.9289338485942364
0.42,0.32,0.26,8.066604123937376
0.42,0.34,0.24,8.258574424932553
0.42,0.36,0.22,8.438331341034697
0.42,0.38,0.2,8.509980036161252
0.42,0.4,0.18,8.366154902468391
0.42,0.42,0.16,7.907790860312016
0.42,0.44,0.14,7.06654805006262
0.42,0.46,0.12,5.8346375711240075
0.42,0.48,0.1,4.316236894730586
0.42,0.5,0.08,2.8706875567755903
0.42,0.52,0.06,2.452724923824818
0.42,0.54,0.04,3.4304554234495717
0.42,0.56,0.02,4.587203806798622
0.42,0.58,0.0,4.864369208548228
0.44,0.0,0.56,2.727696576984165
0.44,0.02,0.54,1.7484341902490486
0.44,0.04,0.52,1.4663602709114403
0.44,0.06,0.5,2.0987905509639573
0.44,0.08,0.48,3.177979304922975
0.44,0.1,0.46,4.318339592330481
0.44,0.12,0.44,5.362524584968231
0.44,0.14,0.42,6.237289585056444
0.44,0.16,0.4,6.912507936857755
0.44,0.18,0.38,7.387883601151046
0.44,0.2,0.36,7.686202914887338
0.44,0.22,0.34,7.848207982952936
0.44,0.24,0.32,7.926726430173198
0.44,0.26,0.3,7.977970714687264
0.44,0.28,0.28,8.04883809839057
0.44,0.3,0.26,8.161933040568597
0.44,0.32,0.24,8.303774592417009
0.44,0.34,0.22,8.422188675397333
0.44,0.36,0.2,8.43441460470141
0.44,0.38,0.18,8.242618813409315
0.44,0.4,0.16,7.753141732327005
0.44,0.42,0.14,6.898636211900979
0.44,0.44,0.12,5.664794443458899
0.44,0.46,0.1,4.1266784940190835
0.44,0.48,0.08,2.529168513171945
0.44,0.5,0.06,1.6570573313109662
0.44,0.52,0.04,2.399042615163523
0.44,0.54,0.02,3.473079639948348
0.44,0.56,0.0,3.677445081594375
0.46,0.0,0.54,1.8290669756909899
0.46,0.02,0.52,1.1346694174802814
0.46,0.04,0.5,1.1425983289528168
0.46,0.06,0.48,2.0241183559555207
0.46,0.08,0.46,3.188480015281706
0.46,0.1,0.44,4.348084569715973
0.46,0.12,0.42,5.382831749157452
0.46,0.14,0.4,6.235118073146258
0.46,0.16,0.38,6.8857939259465
0.46,0.18,0.36,7.344031671385353
0.46,0.2,0.34,7.640365896930411
0.46,0.22,0.32,7.819936289471083
0.46,0.24,0.3,7.933988516157361
0.46,0.26,0.28,8.0284112818096
0.46,0.28,0.26,8.130135963936759
0.46,0.3,0.24,8.235279832151408
0.46,0.32,0.22,8.304312383243925
0.46,0.34,0.2,8.267040957138159
0.46,0.36,0.18,8.036030954261546
0.46,0.38,0.16,7.525405092152385
0.46,0.4,0.14,6.673314375333548
0.46,0.42,0.12,5.467829324751671
0.46,0.44,0.1,3.9755081148900224
0.46,0.46,0.08,2.3760727399126784
0.46,0.48,0.06,1.1337181279871655
0.46,0.5,0.04,1.4568548616297037
0.46,0.52,0.02,2.4036243801251858
0.46,0.54,0.0,2.5186319915321618
0.48,0.0,0.52,1.11506088148244
0.48,0.02,0.5,0.7302984530277257
0.48,0.04,0.48,1.0398294260230763
0.48,0.06,0.46,2.0594130828787987
0.48,0.08,0.44,3.2499007046732107
0.48,0.1,0.42,4.397262318802272
0.48,0.12,0.4,5.40076451380178
0.48,0.14,0.38,6.213858324430018
0.48,0.16,0.36,6.826964250010521
0.48,0.18,0.34,7.257544385553066
0.48,0.2,0.32,7.541793364934883
0.48,0.22,0.3,7.725663038608534
0.48,0.24,0.28,7.8538279664927115
0.48,0.26,0.26,7.956781079448427
0.48,0.28,0.24,8.038837240122943
0.48,0.3,0.22,8.071677966240008
0.48,0.32,0.2,7.996950629164117
0.48,0.34,0.18,7.7380072834334985
0.48,0.36,0.16,7.218519193721098
0.48,0.38,0.14,6.385970586960518
0.48,0.4,0.12,5.23884520651384
0.48,0.42,0.1,3.8543352297019218
0.48,0.44,0.08,2.40614742507347
0.48,0.46,0.06,1.1682928059778377
0.48,0.48,0.04,0.7797706363622566
0.48,0.5,0.02,1.4229698402755955
0.48,0.52,0.0,1.4333189951499399
0.5,0.0,0.5,0.7796400693135194
0.5,0.02,0.48,0.7274094706884326
0.5,0.04,0.46,1.1763678065411671
0.5,0.06,0.44,2.1893701913201746
0.5,0.08,0.42,3.346166002054718
0.5,0.1,0.4,4.444365672287693
0.5,0.12,0.38,5.38882118856133
0.5,0.14,0.36,6.140796575721716
0.5,0.16,0.34,6.698959772065795
0.5,0.18,0.32,7.087478858175444
0.5,0.2,0.3,7.345475629871639
0.5,0.22,0.28,7.515548908855901
0.5,0.24,0.26,7.630874919695802
0.5,0.26,0.24,7.702794918620789
0.5,0.28,0.22,7.712975934180718
0.5,0.3,0.2,7.614105880917772
0.5,0.32,0.18,7.34037004772703
0.5,0.34,0.16,6.826289963563594
0.5,0.36,0.14,6.032053230151569
0.5,0.38,0.12,4.9739654136553595
0.5,0.4,0.1,3.7557889538736675
0.5,0.42,0.08,2.5794409688044126
0.5,0.44,0.06,1.6554443396957865
0.5,0.46,0.04,0.9876195064594332
0.5,0.48,0.02,0.8143744525163632
0.5,0.5,0.0,0.7804298109021442
0.52,0.0,0.48,1.1009877587609227
0.52,0.02,0.46,1.1119473908125044
0.52,0.04,0.44,1.4964634490451694
0.52,0.06,0.42,2.3946482000829254
0.52,0.08,0.4,3.4563708299528657
0.52,0.1,0.38,4.4623451466831865
0.52,0.12,0.36,5.314891188219096
0.52,0.14,0.34,5.980435343526589
0.52,0.16,0.32,6.464236878180119
0.52,0.18,0.3,6.794916535909804
0.52,0.2,0.28,7.010959923625347
0.52,0.22,0.26,7.146864360101238
0.52,0.24,0.24,7.219784609636757
0.52,0.26,0.22,7.220219248213979
0.52,0.28,0.2,7.111026022253456
0.52,0.3,0.18,6.837007093808848
0.52,0.32,0.16,6.344514156525259
0.52,0.34,0.14,5.609618580664259
0.52,0.36,0.12,4.673586183439742
0.52,0.38,0.1,3.6779412235486557
0.52,0.4,0.08,2.8481312575080633
0.52,0.42,0.06,2.2842069063788135
0.52,0.44,0.04,1.7422781817105206
0.52,0.46,0.02,1.2620481376066697
0.52,0.48,0.0,1.4117255308651848
0.54,0.0,0.46,1.7739207274333102
0.54,0.02,0.44,1.6822641882745004
0.54,0.04,0.42,1.9448877356057808
0.54,0.06,0.4,2.6615448374035178
0.54,0.08,0.38,3.5638066879510655
0.54,0.1,0.36,4.427883542689618
0.54,0.12,0.34,5.151298640277724
0.54,0.14,0.32,5.703216344329503
0.54,0.16,0.3,6.093143113607476
0.54,0.18,0.28,6.350887160728626
0.54,0.2,0.26,6.509684018113567
0.54,0.22,0.24,6.590814964035224
0.54,0.24,0.22,6.592296263459108
0.54,0.26,0.2,6.486125321973209
0.54,0.28,0.18,6.2272587150823115
0.54,0.3,0.16,5.774680537584576
0.54,0.32,0.14,5.123687309021319
0.54,0.34,0.12,4.347587838912871
0.54,0.36,0.1,3.629269475141069
0.54,0.38,0.08,3.180263532678922
0.54,0.4,0.06,2.9454045193178766
0.54,0.42,0.04,2.5823891990400245
0.54,0.44,0.02,2.184263393725334
0.54,0.46,0.0,2.4960176782360834
0.56,0.0,0.44,2.606566177686116
0.56,0.02,0.42,2.381721995959652
0.56,0.04,0.4,2.5015040823175347
0.56,0.06,0.38,2.9901949472530176
0.56,0.08,0.36,3.6672123511960812
0.56,0.1,0.34,4.333461391424286
0.56,0.12,0.32,4.886511462679201
0.56,0.14,0.3,5.296648723507521
0.56,0.16,0.28,5.574452692158171
0.56,0.18,0.26,5.746322223254536
0.56,0.2,0.24,5.834590977645155
0.56,0.22,0.22,5.842856066621522
0.56,0.24,0.2,5.7508397998114615
0.56,0.26,0.18,5.5228779456116035
0.56,0.28,0.16,5.131345625464047
0.56,0.3,0.14,4.594575632016353
0.56,0.32,0.12,4.024008182376251
0.56,0.34,0.1,3.6334437369913313
0.56,0.36,0.08,3.565498726851802
0.56,0.38,0.06,3.618090232018093
0.56,0.4,0.04,3.441395556787019
0.56,0.42,0.02,3.1973665038165344
0.56,0.44,0.0,3.6581228394349874
0.58,0.0,0.42,3.5731091830203434
0.58,0.02,0.4,3.20683383925475
0.58,0.04,0.38,3.1673840945377916
0.58,0.06,0.36,3.398550444587016
0.58,0.08,0.34,3.792850248591948
0.58,0.1,0.32,4.203683490806016
0.58,0.12,0.3,4.542649971119069
0.58,0.14,0.28,4.782808523043717
0.58,0.16,0.26,4.932571741248594
0.58,0.18,0.24,5.009248718678021
0.58,0.2,0.22,5.018628431010372
0.58,0.22,0.2,4.9459380849567856
0.58,0.24,0.18,4.763593282029953
0.58,0.26,0.16,4.458030079332808
0.58,0.28,0.14,4.074335344589343
0.58,0.3,0.12,3.7619726947858814
0.58,0.32,0.1,3.7315766173378178
0.58,0.34,0.08,4.0114480023754835
0.58,0.36,0.06,4.308133110679023
0.58,0.38,0.04,4.316277569400803
0.58,0.4,0.02,4.2481022328163505
0.58,0.42,0.0,4.851592217427259
0.6,0.0,0.4,4.670952459652255
0.6,0.02,0.38,4.15995566419849
0.6,0.04,0.36,3.9524836140014616
0.6,0.06,0.34,3.9206583718599037
0.6,0.08,0.32,4.002988768523794
0.6,0.1,0.3,4.115679346913182
0.6,0.12,0.28,4.203396163452532
0.6,0.14,0.26,4.250185534774362
0.6,0.16,0.24,4.261842070513185
0.6,0.18,0.22,4.242321376784062
0.6,0.2,0.2,4.179668797935055
0.6,0.22,0.18,4.052413868929626
0.6,0.24,0.16,3.8605311953818116
0.6,0.26,0.14,3.674615688767347
0.6,0.28,0.12,3.662159204897846
0.6,0.3,0.1,3.977332595153545
0.6,0.32,0.08,4.5377550253842855
0.6,0.34,0.06,5.031898889201926
0.6,0.36,0.04,5.216654813004155
0.6,0.38,0.02,5.329680849201431
0.6,0.4,0.0,6.06614801560673
0.62,0.0,0.38,5.892867472104241
0.62,0.02,0.36,5.240125065297303
0.62,0.04,0.34,4.8689099929707265
0.62,0.06,0.32,4.597981394231741
0.62,0.08,0.3,4.3887742378595265
0.62,0.1,0.28,4.208722335319208
0.62,0.12,0.26,4.044254073428913
0.62,0.14,0.24,3.900940189008257
0.62,0.16,0.22,3.7870665392551732
0.62,0.18,0.2,3.6972173284879477
0.62,0.2,0.18,3.6162080914973878
0.62,0.22,0.16,3.5523660956713523
0.62,0.24,0.14,3.583021582897225
0.62,0.26,0.12,3.848764083645726
0.62,0.28,0.1,4.422305821189187
0.62,0.3,0.08,5.169633712910976
0.62,0.32,0.06,5.810057256226938
0.62,0.34,0.04,6.155306600303042
0.62,0.36,0.02,6.443374253073057
0.62,0.38,0.0,7.296814270765536
0.64,0.0,0.36,7.223014448089813
0.64,0.02,0.34,6.44119287397947
0.64,0.04,0.32,5.925854511465745
0.64,0.06,0.3,5.465726730089972
0.64,0.08,0.28,5.036947153593021
0.64,0.1,0.26,4.64148926339683
0.64,0.12,0.24,4.298921422190851
0.64,0.14,0.22,4.034758694466957
0.64,0.16,0.2,3.8631351881990574
0.64,0.18,0.18,3.782980851647225
0.64,0.2,0.16,3.8036508964131825
0.64,0.22,0.14,3.981277596623218
0.64,0.24,0.12,4.405220349048004
0.64,0.26,0.1,5.098864836518421
0.64,0.28,0.08,5.931215579763177
0.64,0.3,0.06,6.663345386506579
0.64,0.32,0.04,7.144355299654513
0.64,0.34,0.02,7.5906309649327035
0.64,0.36,0.0,8.537878163746665
0.66,0.0,0.34,8.63728757810835
0.66,0.02,0.32,7.750703040553851
0.66,0.04,0.3,7.124692208404933
0.66,0.06,0.28,6.5400665195864915
0.66,0.08,0.26,5.98830593589373
0.66,0.1,0.24,5.494308084757748
0.66,0.12,0.22,5.094506148308549
0.66,0.14,0.2,4.819239767516861
0.66,0.16,0.18,4.682768751908812
0.66,0.18,0.16,4.695860751148778
0.66,0.2,0.14,4.8927901994523175
0.66,0.22,0.12,5.328393241252967
0.66,0.24,0.1,6.012863105708704
0.66,0.26,0.08,6.839487661362474
0.66,0.28,0.06,7.608522194821601
0.66,0.3,0.04,8.19241290226285
0.66,0.32,0.02,8.769955421312217
0.66,0.34,0.0,9.780685965614015
0.68,0.0,0.32,10.104236490701078
0.68,0.02,0.3,9.148381677102723
0.68,0.04,0.28,8.45442860021209
0.68,0.06,0.26,7.811238312378483
0.68,0.08,0.24,7.2237878552924855
0.68,0.1,0.22,6.727107252138877
0.68,0.12,0.2,6.357054374393512
0.68,0.14,0.18,6.136212287515216
0.68,0.16,0.16,6.077913022349912
0.68,0.18,0.14,6.205561091326537
0.68,0.2,0.12,6.557818136461718
0.68,0.22,0.1,7.147603360433324
0.68,0.24,0.08,7.89965992439623
0.68,0.26,0.06,8.6543861798469
0.68,0.28,0.04,9.301872345633626
0.68,0.3,0.02,9.974847387920487
0.68,0.32,0.0,11.012337451572373
0.7,0.0,0.3,11.585899342181241
0.7,0.02,0.28,10.604480685518357
0.7,0.04,0.26,9.888320812984588
0.7,0.06,0.24,9.242925503953629
0.7,0.08,0.22,8.679817774518556
0.7,0.1,0.2,8.23129870357597
0.7,0.12,0.18,7.923033565057538
0.7,0.14,0.16,7.770592537923079
0.7,0.16,0.14,7.792463834143707
0.7,0.18,0.12,8.019229417014426
0.7,0.2,0.1,8.470150556144096
0.7,0.22,0.08,9.102146737455449
0.7,0.24,0.06,9.798153574954096
0.7,0.26,0.04,10.466277626376101
0.7,0.28,0.02,11.192053177950132
0.7,0.3,0.0,12.214649892052254
0.72,0.0,0.28,13.038671942303877
0.72,0.02,0.26,12.078660726865138
0.72,0.04,0.24,11.382552870464664
0.72,0.06,0.22,10.775738576506333
0.72,0.08,0.2,10.268528372880327
0.72,0.1,0.18,9.883715888472235
0.72,0.12,0.16,9.637978298984425
0.72,0.14,0.14,9.547539813226532
0.72,0.16,0.12,9.638126123351597
0.72,0.18,0.1,9.934184674675468
0.72,0.2,0.08,10.420710393157266
0.72,0.22,0.06,11.022462181810853
0.72,0.24,0.04,11.667877526306663
0.72,0.26,0.02,12.39996359659575
0.72,0.28,0.0,13.36319489961458
0.74,0.0,0.26,14.41449314217585
0.74,0.02,0.24,13.520113431759528
0.74,0.04,0.22,12.877502522132506
0.74,0.06,0.2,12.333025657921205
0.74,0.08,0.18,11.891546663501849
0.74,0.1,0.16,11.567202829584174
0.74,0.12,0.14,11.374674237630764
0.74,0.14,0.12,11.336344800576946
0.74,0.16,0.1,11.479642018041188
0.74,0.18,0.08,11.811223413231875
0.74,0.2,0.06,12.293090065357086
0.74,0.22,0.04,12.87546623371364
0.74,0.24,0.02,13.567113234896617
0.74,0.26,0.0,14.426273930671497
0.76,0.0,0.24,15.662419631708078
0.76,0.02,0.22,14.869202514396376
0.76,0.04,0.2,14.30138421908636
0.76,0.06,0.18,13.827813210120057
0.76,0.08,0.16,13.448634718084922
0.76,0.1,0.14,13.17508497030393
0.76,0.12,0.12,13.026544564685842
0.76,0.14,0.1,13.03126436898997
0.76,0.16,0.08,13.210792230721935
0.76,0.18,0.06,13.557318596745448
0.76,0.2,0.04,14.042521435310919
0.76,0.22,0.02,14.65069443529083
0.76,0.24,0.0,15.363633108226013
0.78,0.0,0.22,16.730055069674197
0.78,0.02,0.2,16.05992158716224
0.78,0.04,0.18,15.574748273856777
0.78,0.06,0.16,15.16881647196356
0.78,0.08,0.14,14.842018852637306
0.78,0.1,0.12,14.609302947743755
0.78,0.12,0.1,14.497608193626975
0.78,0.14,0.08,14.53721817407778
0.78,0.16,0.06,14.742721656485774
0.78,0.18,0.04,15.10546023389585
0.78,0.2,0.02,15.59483991716977
0.78,0.22,0.0,16.124575175257373
0.8,0.0,0.2,17.56323233417688
0.8,0.02,0.18,17.020864731918877
0.8,0.04,0.16,16.612419054958536
0.8,0.06,0.14,16.26149278845691
0.8,0.08,0.12,15.973364875978058
0.8,0.1,0.1,15.771136619741634
0.8,0.12,0.08,15.68868835058227
0.8,0.14,0.06,15.755911703604523
0.8,0.16,0.04,15.981503053212949
0.8,0.18,0.02,16.328150898087337
0.8,0.2,0.0,16.64494270303968
0.82,0.0,0.18,18.101006728159238
0.82,0.02,0.16,17.670453774166955
0.82,0.04,0.14,17.317454999368174
0.82,0.06,0.12,16.998551719224682
0.82,0.08,0.1,16.729267921212482
0.82,0.1,0.08,16.543205051387513
0.82,0.12,0.06,16.480345235888723
0.82,0.14,0.04,16.565156936072437
0.82,0.16,0.02,16.759599197886722
0.82,0.18,0.0,16.842322782483212
0.84,0.0,0.16,18.262218096564002
0.84,0.02,0.14,17.900941835306696
0.84,0.04,0.12,17.561323689870402
0.84,0.06,0.1,17.23627204639739
0.84,0.08,0.08,16.957098493048083
0.84,0.1,0.06,16.771924384647015
0.84,0.12,0.04,16.721874494028427
0.84,0.14,0.02,16.771718226422642
0.84,0.16,0.0,16.609012249720365
0.86,0.0,0.14,17.92162076824375
0.86,0.02,0.12,17.547734488064627
0.86,0.04,0.1,17.14944596897264
0.86,0.06,0.08,16.7640628713517
0.86,0.08,0.06,16.451998513644764
0.86,0.1,0.04,16.277665715499566
0.86,0.12,0.02,16.2104691909938
0.86,0.14,0.0,15.803316395611672
0.88,0.0,0.12,16.881649081831
0.88,0.02,0.1,16.350082174924683
0.88,0.04,0.08,15.787777729420696
0.88,0.06,0.06,15.303492598488635
0.88,0.08,0.04,15.006078221773103
0.88,0.1,0.02,14.873486258924151
0.88,0.12,0.0,14.242626414893474
0.9,0.0,0.1,14.867556411350693
0.9,0.02,0.08,13.931586842781238
0.9,0.04,0.06,13.103274518345716
0.9,0.06,0.04,12.623811503393162
0.9,0.08,0.02,12.504759404249937
0.9,0.1,0.0,11.70824414452077
0.92,0.0,0.08,11.635042045992266
0.92,0.02,0.06,9.871260323582895
0.92,0.04,0.04,8.84730428660565
0.92,0.06,0.02,8.81930842938627
0.92,0.08,0.0,7.986359458123734
0.94,0.0,0.06,7.586622135252962
0.94,0.02,0.04,4.0500896081675295
0.94,0.04,0.02,3.6522201215038934
0.94,0.06,0.0,3.025377032436148
0.96,0.0,0.04,6.616244660901117
0.96,0.02,0.02,3.4943932024685385
0.96,0.04,0.0,3.143829451850376
0.98,0.0,0.02,10.685290645507447
0.98,0.02,0.0,8.275245088208054
1.0,0.0,0.0,0.7819135379174912
